	"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
51а-ТХ.1.593	Монтаж арматуры и трубопроводов	Монтаж затвора обратного поворотного КОП 80-40 (19с53нж) Ду80мм Ру4МПа ТЕРм-2001 64	1	0	1	шт	2,64
51а-ТХ.1.594	Монтаж арматуры и трубопроводов	Монтаж задвижки клиновой фланцевой ЗКЛ2-80-16 (30с41нж) Ду80мм Ру1,6МПа ТЕРм-2001 64	1	0	1	шт	2,64
51а-ТХ.1.595	Монтаж арматуры и трубопроводов	Монтаж крана сферического Ду10мм Ру35МПа, КСМ-35-3 ТЕРм-2001 64	1	0	1	шт	1,02
51а-ТХ.2.599	Оборудование	Монтаж аппарата вертикального с эллиптическим днищем и съемной эллиптической крышкой, с гладкой приварной рубашкой V▒1м3 Ру 0,6МПа, масса оборудования 1,140т ТЕРм-2001 64	1	0	1	шт	16,4
191-ТХ.2.606	Монтаж арматуры и трубопроводов	Арматура фланцевая с ручным приводом или без привода водопроводная на условное давление до 4 МПа, диаметр условного прохода 25 мм ТЕРм-2001 64	26	0	26	шт	1,18
191-ТХ.2.607	Монтаж арматуры и трубопроводов	Монтаж крана сферического Ду10мм Ру35МПа, КСМ-35-3 ТЕРм-2001 64	2	0	2	шт	1,02
191-ТХ.2.608	Монтаж арматуры и трубопроводов	Демонтаж задвижки клиновой фланцевой ЗКЛ2-80-16 (30с41нж) Ду80мм Ру1,6МПа (по НЗС)	4	0	4	шт	1,32
191-ТХ.2.609	Монтаж арматуры и трубопроводов	Монтаж задвижки клиновой фланцевой ЗКЛ2-80-16 (30с41нж) Ду80мм Ру1,6МПа ТЕРм-2001 64	4	0	4	шт	2,64
191-ТХ.2.610	Монтаж арматуры и трубопроводов	Демонтаж -задвижка клиновая с выдвижным шпинделем на условное давление до 4 МПа, диаметр условного прохода 50 мм (по НЗС)	5	0	5	шт	0,91
191-ТХ.2.611	Монтаж арматуры и трубопроводов	Арматура фланцевая с ручным приводом или без привода водопроводная на условное давление до 4 МПа, диаметр условного прохода 50 мм (Задвижка клиновая с выдвижным шпинделем)	7	0	7	шт	1,82
191-ТХ.2.612	Монтаж арматуры и трубопроводов	Демонтаж- кран сферический с переходником под приварку Ду10мм на условное давление до 4 МПа. Диаметр условного прохода, мм 10 (по НЗС)	2	0	2	шт	0,42
191-ТХ.2.613	Монтаж арматуры и трубопроводов	Арматура приварная с ручным приводом или без привода водопроводная на условное давление до 4 МПа. Диаметр условного прохода, мм 10 (Кран сферический с переходником под приварку Ду10мм)	2	0	2	шт	0,84
191-ТХ.2.614	Монтаж арматуры и трубопроводов	Арматура фланцевая с ручным приводом или без привода водопроводная на условное давление до 4 МПа, диаметр условного прохода 50 мм ТЕРм-2001 64	2	0	2	шт	1,82
191-ТХ.2.615	Монтаж арматуры и трубопроводов	Арматура приварная с ручным приводом или без привода водопроводная на условное давление до 4 МПа. Диаметр условного прохода, мм 10 ТЕРм-2001 64	2	0	2	шт	0,84
